"source_table","source_row","method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note","quality_class","claim_use","quality_reason"
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","172","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.685; content_lpips=0.387; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","173","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.685; content_lpips=0.386; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","174","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.685; content_lpips=0.383; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","175","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.671; content_lpips=0.327; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","176","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.674; content_lpips=0.335; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","177","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.675; content_lpips=0.340; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","178","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.676; content_lpips=0.338; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","179","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.677; content_lpips=0.343; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","180","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.676; content_lpips=0.344; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","181","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.676; content_lpips=0.339; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","182","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.678; content_lpips=0.340; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","183","LBM","delta_freq_gain","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\full_eval\eval_low100_high050_k5_quick_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","184","LBM","delta_freq_gain","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\full_eval\eval_low125_high075_k5_quick_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","185","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\axis_scale_color_x150_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","186","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\axis_scale_color_x250_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","187","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\axis_scale_geometry_x125_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","188","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\axis_scale_specgeo_x120_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","189","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\axis_scale_spectrum_x125_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","190","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\axis_scale_spectrum_x175_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","191","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\budget_only_safety125_probe120_b80_lr2e4_n6\summary.json","","quick_eval_or_probe_wall_time","audit_full_eval_wall_time_only","Quick eval/probe wall-time from summary; useful for archaeology, not formal headline speed."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","192","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\budget_only_safety125_smoke_b80_n6\summary.json","","smoke_or_failed_probe","exclude_formal_claim","Smoke/probe/failed inference evidence; not formal speed evidence."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","193","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\budget_only_safety125_smoke_b80_smoke1\summary.json","","smoke_or_failed_probe","exclude_formal_claim","Smoke/probe/failed inference evidence; not formal speed evidence."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","194","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\color_channel_operator_120b_b80_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","195","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\color_channel_operator_realism4_120b_b80_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","196","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\edit_eff_base_spectral_e2_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","197","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\edit_eff_base_spectral_e2_n6_hf1\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","198","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\edit_eff_centroid_e1_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","199","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\edit_eff_centroid_e1_n6_hf1\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","200","LBM","diagnostics","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\diagnostics\full_eval\field_budget_release_release_s100_n6\summary.json","","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
