case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e09_style_specificity,DualPathFresh_e09_structure_preservation,DualPathFresh_e09_artifact_control,DualPathFresh_e09_note
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Fails to apply Renaissance style; retains source’s flat pink background with minimal texture. Structure preserved but no stylistic transfer evident. Artifacts include visible edge fraying and inconsistent coloring.,5,5,5,"Successfully applies Early Renaissance palette and texture while preserving the oval structure. Clean edges, consistent tonal variation, and no visible artifacts. Best overall match to target style.",3,4,3,Shows some Renaissance-like mottling and earth tones but lacks depth and detail. Structure is well-preserved. Minor artifacts include uneven patchiness and slight color bleeding near edges.
Impressionism__claude-monet_palazzo-contarini-2__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Rococo ornamental detail and color richness. Structure is partially preserved but heavily degraded by noise and low contrast.,5,5,5,"Excellent Rococo styling with ornate golden frame, soft pastel tones, and delicate brushwork. Source structure (building, water, gondola) is perfectly preserved with no artifacts.",3,4,3,"Moderate Rococo feel with some softness and lightness, but lacks ornamental framing and richness. Structure is well preserved, but image appears slightly over-smoothed and lacks texture detail."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out output with minimal stylistic abstraction; structure is preserved but lacks clarity or intentional simplification.",5,5,5,"Strong minimalism: clean geometric shapes, flat colors, simplified forms, and clear spatial hierarchy. Excellent artifact control and faithful structural retention.",3,4,4,Moderate minimalism with soft gradients and reduced detail; structure is mostly preserved but style feels more atmospheric than strictly minimalist.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Minimal style transfer; output resembles original with slight texture overlay. Structure preserved but no impressionistic brushwork or color palette applied.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, vibrant colors, and atmospheric lighting. Source structure (figure, mirror, background) fully preserved. No artifacts.",3,4,2,Some impressionistic texture applied but overly washed out and faded. Structure mostly intact but suffers from significant blurring and loss of detail. Artifacts include smudging and uneven tonal distribution.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but minimal Rococo style transfer; appears mostly unstyled.",5,3,3,"Strong Rococo style with ornate patterns and color palette, but some structural distortion and minor artifacts in central panel.",3,4,4,"Moderate style transfer with soft Rococo tones, good structure, but lacks detail and has slight blurring/artifacts."
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo influence; mostly grayscale with faint color. Structure preserved but lacks stylistic richness. Some smudging and low contrast.,5,5,5,"Strong Rococo aesthetic: ornate frame, soft pastel gradients, decorative motifs. Faithful to source structure. Clean rendering with no visible artifacts.",3,4,4,"Moderate Rococo elements (soft colors, some framing), but less ornate than D. Structure well preserved. Slight haze or blur in background areas."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast, and lacks Renaissance color depth or chiaroscuro. Structure is somewhat preserved but heavily degraded by noise and blur. Artifacts dominate the image.",5,5,5,"Excellent transfer of Early Renaissance style: rich colors, soft lighting, painterly texture, and anatomical rendering. Structure is well-preserved with minimal distortion. No visible artifacts.",3,3,3,"Moderate style transfer with some Renaissance-like tones and textures, but overly saturated and noisy. Structure is partially preserved but distorted in places. Visible artifacts and color bleeding reduce quality."
Minimalism__robert-ryman_conversion-2003__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,"Nearly blank output; no Rococo style applied, structure lost, heavy artifacts.",5,5,5,Excellent Rococo ornamental frame applied cleanly; preserves source layout perfectly; no visible artifacts.,2,3,2,"Faint, blurry Rococo hints; structure partially preserved but washed out; noticeable smearing artifacts."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed-out; loses Ukiyo-e linearity and color contrast. Structure is preserved but style is weak.,5,5,5,"Excellent Ukiyo-e aesthetic: bold outlines, flat color planes, and stylized foliage. Faithful to source structure with minimal artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color harmony, but lacks crisp lines and has noticeable smudging/artifacts in sky and water."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very faded, low contrast; Ukiyo-e traits barely visible. Structure mostly intact but washed out. Heavy blur and loss of detail.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color blocks, stylized figures. Excellent structure retention and clean rendering with minimal artifacts.",3,4,3,"Some Ukiyo-e influence in line work and color, but overly soft and hazy. Structure preserved well but lacks crispness. Mild smudging and low contrast reduce impact."
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,3,"Overly blurred and washed out; minimalism not clearly expressed, structure lost.",5,5,5,"Clean geometric shapes, strong minimalism, faithful to source composition with no artifacts.",2,2,3,"Similar to LBM — too diffuse, lacks clear minimalist structure, mild artifacts."
Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Soft pastel washes suggest watercolor but lack Ukiyo-e linework or flat color blocks; structure is preserved but style is ambiguous.,5,5,5,"Strong Ukiyo-e characteristics: bold outlines, flat color fields, stylized shading, and compositional framing. Structure perfectly preserved with minimal artifacts.",3,4,4,"Moderate Ukiyo-e influence with some line work and color blocking, but overly soft and blended; minor smudging artifacts reduce clarity."
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vignetting and color distortion obscure content. Structure partially preserved but degraded by artifacts.,5,5,5,Excellent Rococo aesthetic with ornate gold framing and soft pastel tones. Source structure fully preserved with no visible artifacts.,3,4,3,"Moderate Rococo influence with some decorative elements, but colors are oversaturated and slightly muddy. Structure mostly intact with minor blending artifacts."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Output is extremely blurry and lacks distinct Ukiyo-e characteristics. Structure is barely recognizable.,5,5,5,Excellent Ukiyo-e style transfer with clear lines and colors. Structure of the cathedral is perfectly preserved.,2,2,2,Output is noisy and blurry. Style application is weak and structure is distorted.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; fails to capture Early Renaissance style or preserve structure clearly.,5,5,5,"Excellent preservation of source structure with strong Early Renaissance stylistic elements (gold leaf, flat perspective, religious iconography). Minimal artifacts.",3,4,3,Moderate style transfer with some Renaissance-like tones but lacks key stylistic markers. Structure preserved better than LBM but with noticeable smudging and haze.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; fails to capture Ukiyo-e’s bold lines and flat color blocks. Structure is preserved but style is nearly absent.",5,5,5,"Excellent Ukiyo-e emulation: strong outlines, stylized drapery, simplified shading, and appropriate color palette. Structure perfectly preserved with no artifacts.",3,4,3,"Moderate Ukiyo-e influence — some linearity and color flattening, but still retains too much painterly texture. Minor smudging artifacts near edges."
Impressionism__william-merritt-chase_at-the-boat-landing__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Very faint, washed-out style; lacks Ukiyo-e characteristics. Structure preserved but overly blurred.",5,5,5,Strong Ukiyo-e aesthetic with warm tones and stylized clouds. Excellent structure retention and clean output.,3,3,2,Some watercolor-like texture but inconsistent and noisy. Structure partially lost; artifacts visible in sky and grass.
Impressionism__william-merritt-chase_at-the-boat-landing__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly textured and aged appearance; lacks Renaissance stylistic cues; structural elements are somewhat preserved but obscured by noise-like artifacts.,5,5,5,"Excellent match to Early Renaissance palette and brushwork; source structure (boats, masts, horizon) clearly preserved; minimal artifacts, clean rendering.",3,4,3,Moderate Renaissance feel with soft washes; structure mostly intact but slightly blurred; some smudging and color bleeding present.
Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; neon glow preserved but no impressionistic brushwork or texture. Structure intact but lacks artistic reinterpretation.,5,5,5,"Strong impressionistic rendering with visible brushstroke-like textures, color blending, and atmospheric haze while preserving all structural elements cleanly.",3,4,2,"Some softening and color diffusion suggests impressionism, but heavy blur and halo artifacts degrade clarity and introduce visual noise."
Impressionism__childe-hassam_september-moonrise__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, low contrast; style is vague and lacks Ukiyo-e character. Structure preserved but overly blurred.",5,5,5,Excellent Ukiyo-e color palette and texture. Structure is well-preserved with clear horizon and sun. Minimal artifacts.,3,3,2,Some Ukiyo-e feel in color but heavily overexposed and noisy. Structure is visible but degraded by artifacts.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; appears as a faded, overexposed version of the source with no stylistic reduction or simplification.",5,5,5,"Excellent minimalism: bold flat colors, simplified geometry, clean edges, and strong compositional clarity while preserving key narrative elements.",2,3,2,"Similar to LBM — overly soft, washed-out, and lacks intentional stylistic reduction; artifacts from blur and color bleeding degrade quality."
