case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely lost source structure and style; appears as abstract noise or texture with no recognizable content or impressionistic brushwork.,5,5,5,"Excellent impressionistic brushstrokes, vibrant color palette matching target B, and faithful preservation of source composition including buildings, trees, and sky.",4,4,4,Strong impressionist style with bold colors and visible strokes; structure is mostly preserved but slightly distorted in foliage and sky; minor artifacts in color blending.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,"Overly blurred, loses all structural and stylistic intent; minimalism not achieved.",5,4,5,"Clean geometric shapes, flat colors, clear composition — strong minimalism with preserved structure and no artifacts.",3,2,2,"Textured, noisy background detracts from minimalism; structure is vague and artifacts are present."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Panel C is nearly monochromatic and lacks any discernible structure or Rococo styling; it appears as a blurred texture with no meaningful transfer.,5,5,5,"Panel D successfully applies Rococo’s ornate, decorative aesthetic while preserving the original composition’s structure and showing minimal artifacts — ideal style transfer.",3,4,3,"Panel E retains structure well but applies a muted, impressionistic style rather than true Rococo; some color bleeding and softening reduce fidelity to target style."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely lost both style and structure; appears as a blurred noise patch with no discernible content or Ukiyo-e traits.,5,5,5,"Strong Ukiyo-e aesthetic: flat color planes, bold outlines, stylized foliage, and compositional harmony matching Panel B while preserving source layout cleanly.",3,4,3,"Retains structure well but applies a painterly, impressionistic texture rather than true Ukiyo-e linearity; some blotchy artifacts reduce stylistic fidelity."
Impressionism__claude-monet_palazzo-contarini-2__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and painterly; loses architectural detail and introduces heavy smudging artifacts.,5,5,5,Cleanly applies Early Renaissance tonal palette and soft modeling while preserving structure and minimizing artifacts.,3,4,3,Moderate style transfer with some color bleeding and edge softening; structure mostly intact but less refined than D.
Impressionism__claude-monet_palazzo-contarini-2__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all architectural detail and color fidelity; fails to convey Impressionist brushwork or palette.",5,5,5,"Excellent Impressionist rendering with visible brushstrokes, vibrant yet harmonious colors, and full preservation of source structure and boat.",4,4,3,Strong Impressionist style with bold yellow tones and textured strokes; slight over-saturation and minor haloing around edges reduce artifact control.
Impressionism__claude-monet_palazzo-contarini-2__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,"Overly blurred, loses architectural detail; minimalism not clearly expressed.",5,5,5,Clean geometric abstraction with bold color blocks; preserves structure while enforcing minimalism.,3,2,3,"Textured, noisy output; structure degraded and style ambiguous."
Impressionism__claude-monet_palazzo-contarini-2__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very blurry and indistinct; Rococo elements are nearly absent, structure is heavily degraded, and artifacts dominate.",5,5,5,"Strong Rococo styling with ornate framing and soft pastel tones; source structure (building, boat, water) is well preserved; minimal artifacts.",4,4,3,Good Rococo color palette and texture; structure mostly intact but slightly softened; minor smudging and noise present.
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structural fidelity.,3,5,5,Clean structure with mild stylization; lacks strong Ukiyo-e traits but very clean output.,5,4,4,Strong Ukiyo-e aesthetic with visible brushwork and color palette; minor structural softening but overall excellent.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and abstract; loses architectural structure and Renaissance stylistic cues.,5,5,5,"Strong Early Renaissance style with clear Gothic architecture, warm palette, and minimal artifacts.",3,3,2,Stylized with some Renaissance color tones but introduces heavy texture artifacts and distorts structure.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and lacks any discernible structure or style; appears as a washed-out smear with no impressionistic brushwork or color fidelity.,5,4,5,"Strong impressionistic rendering with visible brushstrokes, vibrant palette, and clear architectural structure from source; minimal artifacts.",4,3,4,"Good impressionistic style with bold colors and texture, but some structural distortion in arches and edges; minor smudging artifacts present."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,Overly blurred; minimalism implied but lacks structural clarity and stylistic intent.,5,5,5,Clean geometric abstraction with bold color blocks; preserves architectural structure while achieving strong minimalism.,3,2,3,Textured noise dominates; structure is obscured and style feels accidental rather than intentional.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; no discernible structure or Rococo detail.,5,5,5,"Strong Rococo aesthetic with ornate details, warm palette, and clear architectural structure preserved from source.",3,3,3,"Some Rococo-like textures and color shifts, but structure is distorted and artifacts are visible."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,"Panel C is nearly blank or heavily blurred; no discernible Ukiyo-e style, structure, or content preserved.",5,5,5,"Panel D clearly applies Ukiyo-e aesthetics (flat color blocks, bold outlines, stylized shading) while preserving the architectural structure of the source with minimal artifacts.",3,3,3,Panel E shows some Ukiyo-e influence but is overly textured and noisy; structure is partially preserved but degraded by heavy artifacting.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses both structure and recognizable style cues.,5,5,5,Strong Impressionist brushwork while preserving figure pose and composition cleanly.,4,3,3,Stylized with visible strokes but introduces color shifts and slight structural distortion.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,"Perfectly captures Rococo ornamentation, color palette, and compositional fidelity with clean rendering.",3,4,3,"Retains structure but applies a muted, sketchy style that lacks full Rococo richness; minor artifacts in shading."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color blocks, and faithful structural retention; minimal artifacts.",4,4,3,Good stylistic emulation but slightly distorted anatomy and minor smudging; less refined than D.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and indistinct; minimal stylistic transfer or structural clarity.,5,5,5,"Strong Early Renaissance style with clear facial structure, soft shading, and no visible artifacts.",4,4,4,Good stylistic match but slightly less refined in texture and edge definition than D.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred; loses all facial and structural detail. No discernible impressionistic brushwork or color application.,4,5,5,"Strong preservation of source structure with soft, painterly strokes mimicking Impressionist texture. Minimal artifacts; coherent style transfer.",5,3,3,"Highly stylized with vivid, textured brushstrokes and saturated colors — very Impressionist. However, some distortion in facial features and background blending introduces minor structural compromise."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred; loses all structural and stylistic fidelity.,5,5,5,"Clean vector-style minimalism; preserves pose, proportions, and clean edges with no artifacts.",3,4,3,Line-art style partially captures minimalism but introduces texture noise and slight distortion.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry; no discernible Rococo features or structure.,5,5,5,Excellent Rococo styling with clear structure and minimal artifacts.,3,4,3,Moderate Rococo influence; structure preserved but with some color artifacts.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurred; no discernible Ukiyo-e features or structure.,3,5,5,"Clean lines and clear structure, but style is generic anime rather than authentic Ukiyo-e.",5,4,3,"Strongest Ukiyo-e aesthetic with woodblock texture and color, though some minor artifacts are present."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,Overly blurred and abstract; loses both Renaissance style cues and structural clarity.,3,5,3,"Strong structural fidelity and some stylistic warmth, but lacks fine Renaissance texture/detail.",5,4,5,"Best balance: clear Early Renaissance painterly style, preserved composition, minimal artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses both style clarity and structural detail.,5,5,5,Strong Impressionist brushwork with clear color blocks; preserves original composition and minimizes artifacts.,4,4,4,Good style transfer but slightly less refined than D; minor color bleeding and softer edges.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,"Overly blurred, loses all structural and stylistic intent; minimalism not achieved.",5,5,5,"Clean geometric forms, bold colors, clear composition — strong minimalism with full structure retention.",3,3,3,Textured background introduces noise; partial structure loss; weak minimalism due to clutter.
