case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,QEdgePattn_e01_style_specificity,QEdgePattn_e01_structure_preservation,QEdgePattn_e01_artifact_control,QEdgePattn_e01_note,DualPath_e01_style_specificity,DualPath_e01_structure_preservation,DualPath_e01_artifact_control,DualPath_e01_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; neon text is illegible, structure is preserved but heavily degraded by blur artifacts. Style transfer is weak and indistinct.",2,3,2,"Similar to QEdgePattn_e01 — overly smooth and hazy, losing detail and color fidelity. Structure is intact but visually muddy. Minimal impressionistic texture.",5,5,5,Excellent preservation of source structure and neon signage clarity. Strong impressionistic brushwork applied to background while maintaining sharp foreground elements. No visible artifacts or distortions.
Impressionism__childe-hassam_september-moonrise__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,DualPath_e01,Seedream_repaired750,4,2,3,2,Very blurry and washed-out; lacks Ukiyo-e linearity or color blocking. Structure is preserved but heavily degraded by noise/artifacts.,3,5,3,Excellent structure preservation with clear horizon and tree lines. Style is somewhat abstract/watery but retains some ink-wash feel. Minor smudging artifacts present.,5,4,5,"Strongest Ukiyo-e aesthetic: bold color gradients, stylized sun, and textured ground mimic woodblock printing. Structure is well-maintained with minimal artifacts."
Early_Renaissance__sandro-botticelli_trinity(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is blurry and indistinct, losing both style and structural clarity.",2,3,2,Similar to QEdgePattn; overly hazy and lacks stylistic intent or clean structure.,5,5,5,Perfectly captures minimalism with bold flat colors and simplified geometry while preserving the original composition and figures clearly.
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,DualPath_e01,Seedream_repaired750,4,2,3,2,Weak Rococo styling; overly smooth and painterly with loss of detail. Structure preserved but colors muted and indistinct. Artifacts from over-smoothing and color bleeding.,3,5,3,Good structural fidelity and moderate Rococo influence via soft lighting and pastel tones. Some blurring and slight color smudging reduce artifact control. Style is present but not strongly defined.,5,4,5,"Strong Rococo aesthetic: ornate details, pastel palette, gilded frames, and decorative motifs. Structure well preserved with minor softening. Clean output with minimal artifacts — best overall balance."
Minimalism__mira-schendel_untitled-1984__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,"Completely failed to transfer style or preserve structure; output is a blurred, indistinct orange-brown patch with no Rococo elements.",1,1,1,"Identical failure to QEdgePattn_e01; no stylistic or structural fidelity achieved, only a blurry color wash.",5,5,5,"Excellent transfer: faithfully reproduces the ornate Rococo frame, floral motifs, and warm palette while preserving the source’s triangular corner element and overall composition. No visible artifacts."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,DualPath_e01,DualPath_e01,4,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",3,5,5,"Excellent structure retention with clean edges; style is subtly simplified, fitting minimalism without distortion.",5,4,4,Strong minimalist interpretation with bold flat colors and simplified forms; slight loss of fine detail but stylistically compelling.
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; retains original Japanese aesthetic with slight color shifts. Structure preserved but lacks Renaissance elements. Artifacts include unnatural color blending and loss of detail.,2,3,2,Similar to QEdgePattn_e01 — fails to apply Early Renaissance style. Slightly smoother texture but still no architectural or compositional Renaissance cues. Minor artifacts in fan and face regions.,4,5,4,"Best attempt at applying Early Renaissance style: introduces chiaroscuro, draped fabrics, and classical poses while preserving source composition. Some minor smudging on fan and background, but overall coherent and stylistically plausible."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,4,3,5,3,Good structural fidelity but lacks Rococo ornamentation; soft blur reduces detail and style clarity.,3,5,3,Nearly identical to QEdgePattn_e01; same strengths and weaknesses in style and artifact control.,5,4,5,Strong Rococo framing and pastel palette; minor softness in figures but overall clean and stylistically rich.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,DualPath_e01,DualPath_e01,4,2,3,2,"Very blurry and washed-out; lacks impressionistic brushwork or color vibrancy. Structure is preserved but overly smoothed, losing texture detail.",3,5,5,Excellent structure preservation with clean edges and no artifacts. Style is somewhat muted — lacks bold impressionist strokes but maintains a soft painterly feel without distortion.,5,4,4,"Strongest impressionist style: visible brushstrokes, rich color palette, atmospheric lighting. Slight loss of fine edge definition in hair/shoulder, but overall most faithful to target style."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and hazy; loses stylistic intent and structural clarity.,2,3,2,"Similar to QEdgePattn — foggy, low contrast, minimal stylistic fidelity.",5,5,5,"Clean geometric shapes, flat colors, strong minimalism; preserves key elements with no artifacts."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Rococo style transfer; heavy ghosting and structural distortion; lacks ornamental detail.,2,3,2,Similar to QEdgePattn; minimal style adoption; persistent artifacts and blurred forms.,5,5,5,Excellent Rococo style integration with ornate borders and soft palette; source structure fully preserved; no visible artifacts.
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,4,2,5,4,Preserves source structure well but fails to apply Ukiyo-e style; output resembles original sketch with minimal stylistic transformation.,2,4,3,Slightly more stylized than QEdgePattn but still lacks clear Ukiyo-e characteristics; minor artifacts in line consistency.,5,3,5,"Strongly applies Ukiyo-e aesthetic with bold outlines, flat color blocks, and decorative background; structure is simplified but coherent; no visible artifacts."
Minimalism__fernando-lanhas_o39-68-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,5,2,5,4,"Preserves source geometry well but applies only a faint, generic texture; lacks Rococo ornamental detail.",2,5,4,Similar to QEdgePattn_e01 — strong structure retention but minimal Rococo stylistic transfer; slightly more washed-out appearance.,5,3,5,"Strongly captures Rococo aesthetics (floral motifs, gilded scrollwork, pastel palette) with clean edges and no visible artifacts; structure is adapted rather than preserved, which is appropriate for style transfer."
Rococo__thomas-gainsborough_john-plampin__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Ukiyo-e line work and color blocking. Structure is preserved but heavily degraded by haze.,2,3,2,Nearly identical to QEdgePattn_e01 — same blurriness and lack of stylistic fidelity. No improvement in artifact control or style transfer.,5,5,5,"Excellent Ukiyo-e style: bold outlines, flat color regions, decorative patterns, and stylized clouds. Structure perfectly preserved with no artifacts."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; image appears washed out and blurry with heavy smearing artifacts. Structure is partially preserved but obscured by noise.,2,3,2,"Similar to QEdgePattn, shows minimal Rococo influence. Heavy blur and color bleeding degrade both style fidelity and structural clarity.",5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and decorative elements. Source structure (figures, railing) is perfectly preserved with no visible artifacts."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; lacks Impressionist brushwork texture and color vibrancy. Structure is preserved but style is weak.,3,4,3,"Better color and texture than C, but still somewhat muddy and lacks crisp Impressionist strokes. Structure is well maintained.",5,5,5,"Excellent Impressionist style with visible brushstrokes, vibrant colors, and atmospheric lighting. Structure perfectly preserved with no artifacts."
Rococo__benjamin-west_self-portrait-1770__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,3,2,"Severely blurred and hazy; minimalism not captured, structure partially preserved but obscured by artifacts.",1,3,2,Identical to QEdgePattn_e01 — same blur and lack of stylistic fidelity; structure preserved but degraded.,5,5,5,Strongly captures minimalism via geometric abstraction and flat color blocks; source structure clearly retained; no visible artifacts.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,DualPath_e01,Seedream_repaired750,4,2,4,3,Weak Rococo styling; overly muted and grayish tones. Structure preserved but lacks ornamental detail. Some blurring and loss of texture.,3,5,4,Good structural fidelity with slight Rococo hints in color palette. Minimal artifacts. Style is present but not strongly expressive.,5,4,5,"Strong Rococo aesthetic: pastel pinks, golds, ornate arches, and decorative motifs. Structure well maintained. Clean output with no visible artifacts."
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Early Renaissance style transfer; overly smooth and glowing artifacts obscure structure; lacks period-appropriate texture or color palette.,2,3,2,"Similar to QEdgePattn — poor stylistic fidelity, hazy rendering, and visible haloing around edges; structure preserved but degraded by artifacts.",5,5,5,"Excellent match to Early Renaissance style: rich dark background, muted earth tones, subtle fabric texture, and clean edge definition. Structure perfectly preserved with no visible artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,4,2,5,4,Preserves wave structure well but lacks impressionist color and brushwork; appears as grayscale sketch with minimal stylistic transfer.,2,5,4,Nearly identical to QEdgePattn_e01 — strong structure retention but negligible impressionist styling; no color or texture variation.,5,4,5,Strong impressionist palette and brushstroke simulation; maintains wave form with slight softening; clean output with no visible artifacts.
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,DualPath_e01,4,2,5,3,Preserves source structure well but fails to apply Rococo style; output resembles original woodblock print with minimal stylistic transformation.,3,4,5,"Moderate Rococo influence with soft lighting and muted tones; clean output with no visible artifacts, though style is not strongly expressive.",5,3,4,"Strongest Rococo styling with ornate border, pastel palette, and painterly texture; slight structural distortion in figures and background, but overall most faithful to target style."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; style is vague and lacks impressionist brushwork or color vibrancy. Structure is preserved but degraded by haze.,2,3,2,"Similar to QEdgePattn — overly hazy, low contrast, and indistinct style application. Fails to convey Impressionism clearly.",5,5,5,"Excellent impressionist style with vibrant colors, visible brushstroke texture, and faithful preservation of original composition and details. No artifacts."
