case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e12_style_specificity,Hold4TwoStage_e12_structure_preservation,Hold4TwoStage_e12_artifact_control,Hold4TwoStage_e12_note
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Moderate structure retention but very weak impressionistic style; lacks brushwork and color blending typical of Impressionism.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, soft edges, and atmospheric color while preserving original composition and figures.",3,3,2,"Some impressionistic haze applied, but over-blurred; loses detail and introduces smudging artifacts, especially in faces and background."
Early_Renaissance__sandro-botticelli_trinity(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with muted colors and soft edges; structure is mostly preserved but lacks fine detail; some blurring and loss of texture.,5,5,5,"Excellent Early Renaissance style with accurate color palette, brushwork, and composition; structure is well-preserved with clear figures and background; minimal artifacts.",2,3,2,"Weak style transfer with faded, washed-out appearance; structure is partially preserved but lacks clarity; noticeable artifacts and loss of detail."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, lacks Ukiyo-e color and line quality; structure is partially preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with vibrant colors, clear lines, and strong structural fidelity to source.",2,3,2,Overly desaturated and hazy; minimal stylistic transfer and poor artifact control compared to D.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; structure is preserved but lacks color and line definition typical of the style.,5,5,5,"Excellent match to Ukiyo-e style with strong color, line work, and compositional fidelity to source while maintaining artistic integrity.",2,2,2,Overly blurred and washed out; minimal stylistic transfer and poor structural clarity.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Clean, stylized vector-like rendering with strong minimalism, excellent structure retention, and no visible artifacts.",3,3,2,Moderate minimalism attempt but suffers from heavy blur and smudging; structure and clarity significantly degraded.
Minimalism__brice-marden_joined-2011__to__Minimalism,Minimalism,Minimalism,Hold4TwoStage_e12,Hold4TwoStage_e12,Hold4TwoStage_e12,Hold4TwoStage_e12,5,3,4,3,Moderate style transfer with soft blur; structure preserved but lacks crisp minimalism; noticeable halo artifacts.,2,5,4,Strong structural fidelity but fails to apply minimalism — retains original colors and patterns; no major artifacts.,5,5,5,"Excellent minimalism achieved: clean white background, muted tones, preserved object shape, no visible artifacts."
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; mostly retains source colors with minimal stylistic influence. Structure is preserved but lacks ornamental framing or decorative elements. Heavy vignetting and edge artifacts reduce quality.,5,5,5,"Excellent Rococo style integration: ornate arched frame, soft pastel palette, and delicate brushwork mimic target reference. Source structure (pyramids, river, figure) is clearly preserved. No visible artifacts; clean edges and coherent composition.",1,2,1,"Almost no Rococo style transferred; appears as a noisy, over-saturated version of the source. Structure is heavily distorted with cloud-like artifacts obscuring key elements. Severe texture degradation and loss of detail."
Ukiyo_e__utagawa-kunisada_not_detected_240347__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,3,5,3,"Preserves source structure well but applies a weak, inconsistent impressionistic wash; lacks cohesive brushwork or color harmony.",5,4,5,Strong impressionistic rendering with visible brushstrokes and atmospheric color blending; minor structural distortion in figure placement but overall clean output.,2,3,2,"Faint, washed-out impressionism with poor color saturation and visible artifacts; structure is blurred and indistinct."
Rococo__benjamin-west_self-portrait-1770__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; colors and textures are muted and indistinct. Structure is partially preserved but heavily blurred. Significant artifacts from over-smoothing and loss of detail.,5,5,5,"Excellent Rococo style transfer with ornate frame, soft pastel palette, and delicate brushwork. Structure is perfectly preserved with accurate facial features and pose. No visible artifacts; clean and polished output.",3,2,1,"Some Rococo elements present (soft lighting, pastel tones) but style is inconsistent and washed out. Structure is distorted, especially around the face and hat. Severe artifacts including smearing, ghosting, and broken edges."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style transfer; lacks Ukiyo-e linearity and color contrast. Structure preserved but overly degraded. Heavy artifacts and low fidelity.",5,5,5,"Excellent Ukiyo-e style application with bold lines, flat colors, and decorative framing. Structure perfectly preserved. No visible artifacts.",2,3,2,Very faint and blurry output; style is barely perceptible. Structure partially preserved but obscured by noise and degradation. High artifact presence.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with soft gradients and muted colors; structure preserved but lacks bold outlines and flat color blocks typical of Ukiyo-e; some blurring in wave details.,5,5,5,"Excellent Ukiyo-e style: strong outlines, flat color regions, stylized waves, and traditional composition; structure perfectly preserved; no visible artifacts.",2,4,2,"Weak Ukiyo-e style — overly washed out, lacks defining line work and color blocking; structure mostly intact but suffers from heavy blur and smudging, especially in foreground figures and water."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,"Fails to apply Rococo style; appears as a degraded, over-smoothed version of the source with no stylistic elements or ornamental framing.",5,5,5,"Perfectly captures Rococo aesthetics with an ornate frame, soft pastel palette, and delicate brushwork while preserving the original scene’s composition and spatial relationships.",2,3,2,Shows some Rococo influence in color and texture but lacks defining ornamental features; structure is partially preserved but marred by heavy smudging and loss of detail.
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Ukiyo-e style with soft pastel tones and visible brushwork, but lacks bold outlines and flat color blocks. Structure is preserved but details are blurred. Some artifacts in background texture.",5,5,5,"Excellent Ukiyo-e style: strong black outlines, flat vibrant colors, stylized facial features, and decorative patterns. Structure perfectly preserved. No visible artifacts.",2,3,2,"Very faint, washed-out style with minimal Ukiyo-e characteristics. Structure is partially lost due to low contrast and noise. Heavy artifacts and smudging throughout."
Early_Renaissance__carlo-crivelli_piet-1__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; overly pink/pastel wash obscures detail; structure partially preserved but lacks ornamental richness; noticeable color bleeding and loss of texture.,5,5,5,"Excellent Rococo emulation: ornate drapery, gilded frames, soft pastel palette, and decorative motifs faithfully rendered; source composition and figures well-preserved; minimal artifacts.",3,4,3,Moderate Rococo feel with some ornamental elements; structure mostly intact but figures appear distorted or smeared; noticeable haloing and edge artifacts around central figures.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but lacks color richness and texture fidelity; some structural clarity retained but with noticeable smoothing artifacts.,5,5,5,"Excellent impressionist rendering with vibrant, textured brushstrokes; source structure well-preserved; minimal artifacts, high fidelity to target style.",4,4,4,Good impressionist feel with soft blending and color harmony; slight loss of fine detail in figures; minor haloing around edges but overall clean output.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out and foggy; loses architectural detail and color fidelity. Style is vague, not clearly Early Renaissance.",5,5,5,"Excellent preservation of source structure with strong Early Renaissance painterly texture, warm tones, and refined brushwork. Minimal artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like warmth and texture, but slightly overblurred and less coherent than Seedream. Some loss of fine detail."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Preserves structure perfectly but lacks impressionistic brushwork and color variation; appears washed out and flat.,5,4,3,Strongest impressionist style with visible brushstrokes and color blending; slight warping in perspective but overall compelling aesthetic.,3,3,2,"Shows some stylistic intent but introduces severe artifacts (black smudges, distorted geometry); poor balance of style and fidelity."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, sketch-like output; lacks color and texture of Ukiyo-e. Structure is preserved but style is nearly absent.",5,5,5,"Excellent match to Ukiyo-e style: rich colors, bold lines, wave texture, and compositional fidelity. Minimal artifacts.",3,4,4,"Moderate style transfer with some color and line work, but washed out and lacks vibrancy. Some blurring in wave details."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Minimal style transfer; mostly preserves source structure with no Renaissance elements. Clean output but lacks stylistic fidelity.,5,5,5,"Excellent style transfer with clear Early Renaissance motifs (arch, border, color palette). Structure preserved well. No visible artifacts.",3,4,2,"Some stylistic influence (color, framing) but inconsistent. Structure mostly intact. Noticeable noise/artifacts in background and edges."
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly soft and hazy; lacks Renaissance texture and detail. Structure is preserved but blurred. Style transfer is weak and indistinct.,5,5,5,"Excellent match to Early Renaissance portraiture: rich textures, natural lighting, and period-appropriate rendering. Structure is perfectly preserved with no artifacts.",3,4,2,Some stylistic elements present but inconsistent. Face and collar show smudging and loss of detail. Artifacts visible in highlights and edges.
