case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e03_style_specificity,QEdgePattn_e03_structure_preservation,QEdgePattn_e03_artifact_control,QEdgePattn_e03_note
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Weak Ukiyo-e style; structure preserved but colors and textures lack traditional ink/wash feel; minor artifacts in figure rendering.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and decorative patterns; structure perfectly preserved; no visible artifacts.",3,4,4,Moderate Ukiyo-e influence via edge patterns; structure well maintained; slight smudging and color bleeding near edges.
Early_Renaissance__pisanello_stork-1430__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly grayscale with faint texture. Structure preserved but lacks decorative elements. Some edge artifacts and low color fidelity.,5,5,5,"Excellent Rococo style transfer: ornate floral borders, soft pastel palette, and elegant framing. Bird structure intact, no visible artifacts. Best overall match to target style.",3,4,4,Moderate Rococo influence via aged paper texture and subtle vignette. Structure well preserved. Minor edge darkening but no major artifacts. Less stylistic richness than Seedream.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a washed-out, blurry version of the source with no stylistic intent.",5,5,5,"Perfectly captures the target style with clean geometry, flat colors, and sharp edges while preserving the source composition flawlessly.",2,3,2,"Similar to LBM, this method fails to transfer the style, resulting in a low-quality, blurry image that lacks the target aesthetic."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo glow but lacks ornamental detail; structure blurred; heavy vignetting and smearing artifacts.,5,5,5,"Excellent Rococo framing, color palette, and softness; faithful to source composition; clean output with no visible artifacts.",3,4,3,Moderate Rococo feel with some decorative elements; structure mostly preserved; slight haze and edge softening artifacts.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,Strong impressionist brushwork and color blending; excellent structure retention and minimal artifacts.,3,4,4,Moderate impressionist effect with some edge softening; structure mostly intact but style less vivid than D.
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo elements but overly dark and muddy; structure is preserved but style is weak and artifacts from poor blending.,5,5,5,"Excellent Rococo style transfer with ornate borders, soft pastel tones, and clear preservation of original composition and figures.",3,4,3,"Moderate Rococo influence with some decorative framing, but color washes out details and introduces slight smudging artifacts."
Rococo__antoine-pesne_carl-heinrich-graun__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output is overly blurred and lacks impressionist brushwork or color. Structure is preserved but degraded by haze. Heavy artifacts from over-smoothing.,5,5,5,"Excellent impressionist style with visible brushstrokes, warm palette, and soft edges matching target. Structure perfectly preserved. No visible artifacts.",2,3,2,Minimal style transfer; output is washed out and foggy. Structure is somewhat preserved but obscured by heavy blur/artifacts. Lacks impressionist texture or color.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and blurred; loses stylistic intent and structural clarity.,5,5,5,"Clean, bold minimalism with strong color blocking and preserved structure.",2,3,2,Similar to LBM-Knee_e13; washed out and lacks stylistic definition.
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vignetting and texture artifacts obscure content.,5,5,5,"Excellent Rococo frame integration, faithful structure, clean output.",3,4,3,Moderate style transfer with noticeable edge artifacts and uneven texture.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal style transfer; mostly preserves source geometry with slight color shift. No visible brushwork or texture from Impressionism. Clean edges but lacks artistic intent.,5,5,5,"Excellent Impressionist style: visible brushstrokes, soft blending, and atmospheric lighting applied to the zigzag shape. Structure perfectly preserved. No artifacts or distortions.",1,2,1,Severely degraded output. Heavy blur and smearing obscure both style and structure. No discernible Impressionist features. Major artifacts throughout.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,QEdgePattn_e03,4,2,5,4,Preserves wave structure well but lacks Renaissance color and texture; appears mostly grayscale with minimal stylistic adaptation.,5,4,3,"Strongly captures Early Renaissance palette, lighting, and painterly texture; slight softening of wave edges reduces structural fidelity slightly.",3,4,5,Cleanest output with minimal artifacts and good edge retention; style is muted — resembles aged parchment more than full Renaissance painting.
Rococo__benjamin-west_self-portrait-1770__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and desaturated; loses texture and color fidelity of Impressionism while retaining basic pose.,5,5,5,"Excellent balance: preserves facial structure and clothing folds while applying rich, visible brushwork and vibrant palette consistent with Impressionism.",3,4,3,Moderate style transfer with some smudging; structure is preserved but lacks the dynamic brushstroke energy of true Impressionism.
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; Ukiyo-e color palette and line work barely present. Structure is somewhat preserved but blurred.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color blocks, and characteristic composition. Source structure perfectly preserved with no artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color shifts and stylization, but lacks strong line definition. Structure is well preserved; minor smudging artifacts."
Minimalism__agnes-martin_happy-valley-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,2,Nearly blank output; no Rococo style or structure preserved.,5,5,5,"Excellent Rococo ornamental frame with floral motifs, symmetry, and color palette matching target reference. Structure fully preserved as decorative panel.",1,1,2,"Faint, blurry, indistinct output; no discernible style or structure."
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Ukiyo-e color palette and line work. Structure is preserved but heavily degraded by haze.,5,5,5,"Excellent Ukiyo-e style transfer with bold reds, clean lines, and flat coloring. Structure is perfectly preserved with no artifacts.",3,4,3,Moderate style transfer with some color shift and soft edges. Structure is mostly intact but suffers from slight blurring and halo artifacts.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Renaissance texture and color depth. Structure is preserved but overly blurred. Heavy vignetting and noise artifacts degrade quality.",5,5,5,Excellent match to Early Renaissance palette and brushwork. Architecture and perspective are well-preserved. Clean output with minimal artifacts.,3,4,3,"Moderate style transfer with some Renaissance tones, but edges are too sharp and unnatural. Some structural detail is lost in favor of edge emphasis. Mild vignetting present."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,"Very soft, blurred output with minimal stylistic definition; preserves structure but lacks minimalism intent.",5,5,4,Strong geometric abstraction matching minimalism; clear structure and clean edges with minor color banding.,2,3,4,"Similar to LBM — overly diffuse, low contrast, fails to convey minimalism; structure partially preserved."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Faint Ukiyo-e texture but lacks color and line work; structure preserved but style is weak.,5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat colors, and clear subject preservation; minimal artifacts.",3,4,2,Some stylization present but overly washed out; structure mostly intact but suffers from blurring and loss of detail.
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with clean edges and no artifacts, but applies almost no impressionistic style — output is nearly identical to source.",5,4,3,"Strongest impressionistic texture and color variation; slight softening of oval edge and minor smudging near borders, but overall best style transfer.",3,4,4,Moderate style application with visible brush-like texture; structure preserved well except for slight edge degradation; some uneven patchiness in background.
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low style transfer; cube appears frosted glass with no Renaissance texture or color. Structure is well preserved but lacks artistic rendering.,5,5,5,"Excellent style transfer: warm earth tones, soft lighting, and painterly texture match Early Renaissance aesthetics. Cube structure and perspective are perfectly preserved with no artifacts.",2,4,2,Minimal style transfer; cube looks like a blurred or watercolor wash with faint reddish tones. Structure is intact but heavily distorted by noise-like artifacts.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, low detail; structure partially preserved but heavily degraded; no Rococo elements visible.",5,5,5,Excellent Rococo framing and ornate border; source structure fully preserved with high fidelity; clean output with no artifacts.,2,3,3,Slight Rococo hint in border but mostly generic; structure moderately preserved; minor smudging and edge artifacts.
Rococo__antoine-watteau_the-delicate-musician__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out impressionistic haze; structure is preserved but overly blurred; lacks color and brushwork fidelity to target style.",5,5,5,"Excellent preservation of source structure with strong Impressionist brushwork, color palette, and atmospheric lighting matching the target reference.",2,3,3,"Similar to LBM — very faint, low-contrast output; structure is visible but style transfer is weak and lacks textural richness."
