case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Impressionism__claude-monet_palazzo-contarini-2__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style with poor color fidelity to Early Renaissance; structure is somewhat preserved but lacks definition; noticeable artifacts and low contrast.",3,2,2,"Slightly more textured than C, but still overly diffuse and muddy; structure is blurred and indistinct; significant smudging and loss of detail.",5,5,5,"Excellent match to Early Renaissance style with rich, warm tones and clear architectural detail; structure is sharply preserved; no visible artifacts or distortions."
Impressionism__childe-hassam_september-moonrise__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint and inconsistent Early Renaissance texture; structure is somewhat preserved but lacks stylistic coherence. Artifacts include patchy noise and uneven blending.,1,2,1,"Almost entirely obscured by heavy, muddy artifacts; no discernible Early Renaissance style or structure. Severe degradation of content.",5,5,5,"Excellent preservation of source structure with clear Early Renaissance painterly texture, warm tonal palette, and soft brushwork. Minimal artifacts; highly faithful to target style."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; Ukiyo-e color palette and line quality barely present. Structure is somewhat preserved but blurred.",1,2,1,Extremely blurry and indistinct; nearly all structure and style lost. Appears as a smudged wash with no clear Ukiyo-e characteristics.,5,5,5,"Excellent preservation of source composition and figures. Strong Ukiyo-e style transfer with appropriate color palette, flat shading, and line-like contours. Minimal artifacts."
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source with slight color shift. Structure intact but no Renaissance elements applied.,1,2,1,Severe structural distortion and loss of object identity. No discernible Renaissance style; appears as blurred noise.,5,5,5,"Excellent preservation of source structure while applying a subtle, appropriate Early Renaissance aesthetic (warm tones, soft texture). Clean output with no artifacts."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal Renaissance styling. Structure is preserved but lacks artistic rendering. Heavy artifacts from over-smoothing or failed style application.,3,3,2,"Slightly more stylistic than C, with some warm tones and softness suggesting Renaissance influence. Structure is moderately preserved but blurred. Noticeable smudging and loss of detail indicate poor artifact control.",5,5,5,"Excellent preservation of source structure while successfully applying Early Renaissance style: warm chiaroscuro, soft brushwork, and period-appropriate color palette. No visible artifacts; clean, coherent output."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is partially preserved but heavily degraded by noise and low contrast.",1,2,1,Extremely blurred and indistinct; fails to convey any recognizable style or structure; severe artifacts dominate the output.,5,5,5,Excellent adherence to minimalism through bold geometric shapes and flat color blocks; source architecture structure is cleanly preserved; no visible artifacts.
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible brushwork but lacks fine detail; structure preserved but colors are muted and slightly blurred.,2,2,2,Poor style transfer — overly abstract and smudged; significant loss of structural fidelity and high artifact presence.,5,5,5,"Excellent Ukiyo-e style replication with crisp lines, authentic color palette, and faithful preservation of source structure and composition."
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure is partially preserved but heavily degraded by noise and blur. Poor artifact control with visible smearing and edge distortion.,2,2,1,Minimal style transfer; structure is severely blurred and distorted. Heavy artifacts including smudges and loss of detail. Fails to convey Rococo aesthetics.,5,5,5,"Excellent Rococo style integration with ornate borders, soft pastel tones, and decorative motifs. Source structure (figure pose, composition) is perfectly preserved. No visible artifacts; clean, polished output."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Renaissance style; face blurred and indistinct; heavy smudging and loss of detail.,2,2,1,"Very poor structure and style; extreme blurring, ghosting, and color bleeding; nearly unrecognizable.",5,5,5,"Excellent Early Renaissance style match; faithful structure preservation; clean, artifact-free output."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out texture with minimal stylistic fidelity to minimalism; structure is blurred but recognizable; artifacts include smudging and low contrast.",1,2,1,Overly diffuse and indistinct; nearly loses all structure and style; heavy blur and noise-like artifacts dominate.,5,5,5,"Strongly adheres to minimalism via flat color blocks, geometric simplification, and clean edges; source structure (boats, water, buildings) preserved clearly; no visible artifacts."
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate style transfer with some Early Renaissance texture but lacks depth and detail; structure mostly preserved but edges slightly blurred.,2,2,1,Poor style transfer with heavy artifacts and loss of structure; image appears overly smoothed and distorted.,5,5,5,Excellent style transfer with clear Early Renaissance characteristics; structure fully preserved with no visible artifacts.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal style transfer; structure partially preserved but blurred.",1,2,1,Extremely blurry and indistinct; fails to convey style or structure; heavy artifacts.,5,5,5,"Clean, crisp minimalism; exact structural match with source; no visible artifacts; faithful to target style."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, loses most structural detail and color; minimalism is vague and blurry rather than intentional.",2,2,2,"Extremely over-blurred; structure is nearly lost, and the output appears as a smudged cloud with no clear content or style intent.",5,5,5,"Perfectly preserves source structure and color while applying a clean, minimal aesthetic — likely via stylized simplification or background abstraction without losing key elements."
Minimalism__pino-pinelli_pittura-r-1993__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks Rococo elements. Slight vignetting artifact.,1,2,2,Heavy blur and loss of structure; no discernible Rococo style. Poor artifact control.,5,5,5,"Excellent Rococo ornamental border applied while preserving source content perfectly. Clean, artifact-free output."
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic coherence; structure is barely discernible and artifacts dominate.",1,1,1,Nearly blank or heavily blurred output; no meaningful style or structure preserved; severe artifacts.,5,5,5,Clean geometric minimalism applied faithfully; source composition preserved with crisp edges and no visible artifacts.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, blurry output with minimal stylistic reduction; structure is partially preserved but heavily degraded by haze and low contrast.",2,3,2,Similar to C but slightly more washed out; lacks clear minimalist simplification and suffers from significant blur and loss of detail.,5,5,5,"Excellent minimalist style transfer: clean vector-like shapes, bold flat colors, simplified forms, and strong structural fidelity to the source pose and composition."
Minimalism__mira-schendel_untitled-1984__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Completely lost structure and style; appears as a blurred orange gradient with no discernible content or Renaissance characteristics.,3,2,2,"Shows vague human-like forms with warm tones suggesting Early Renaissance, but structure is heavily distorted and artifacts are prominent due to over-smoothing.",5,5,5,"Excellent preservation of source structure (portrait orientation, head/shoulders), strong Early Renaissance style match (soft chiaroscuro, period-appropriate attire and skin tones), and minimal artifacts."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy texture and noise obscure content; Rococo elements barely visible; structure partially preserved but degraded by artifacts.,1,2,1,Almost entirely abstracted; no discernible style or structure; severe blurring and loss of detail.,5,5,5,"Excellent Rococo styling with ornate borders, soft pastels, and decorative motifs; source structure fully preserved; clean output with minimal artifacts."
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Watercolor-like washes applied but lack minimalism; structure partially preserved with soft edges; some color bleeding and loss of detail.,1,2,2,Overly blurred and washed out; minimalism not achieved; structure heavily degraded; significant artifacts from over-smoothing.,5,5,5,"Excellent minimalism: clean lines, reduced detail, flat colors, and simplified forms while preserving original composition and key elements without artifacts."
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,5,5,Preserves source structure perfectly but applies almost no impressionistic style; appears nearly identical to source.,3,2,2,"Applies a heavy, muddy impressionistic wash that obscures the original structure and introduces significant blur and loss of detail.",5,5,5,"Successfully applies a light, painterly impressionistic texture while maintaining perfect structural fidelity and clean edges with no artifacts."
