case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Impressionism__stefan-dimitrescu_cabaret__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly abstracted; loses both Rococo elegance and source structure; heavy smearing artifacts.,3,3,3,Rococo framing and softness present but inconsistent; structure partially preserved; mild haloing.,4,4,4,Strong Rococo palette and ornamental feel; good structural retention; minor edge bleeding.,5,5,5,Excellent Rococo integration with clear ornamental motifs; faithful to source pose and composition; clean edges and minimal artifacts.
Impressionism__stefan-dimitrescu_cabaret__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Extremely blurry and abstract; no discernible style or structure.,3,3,3,"Moderate Ukiyo-e influence with visible brushwork and color palette, but structure is somewhat distorted and artifacts present.",4,4,4,Strong Ukiyo-e aesthetic with good structural fidelity and minimal artifacts; slightly less refined than F.,5,5,5,"Excellent Ukiyo-e style transfer with clear linework, appropriate coloration, preserved structure, and clean output."
Impressionism__william-merritt-chase_at-the-boat-landing__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and style cues.,5,5,5,Excellent Early Renaissance painterly texture with clear preservation of landscape structure and minimal artifacts.,3,3,2,Some stylistic elements present but with noticeable smudging and structural distortion.,4,4,4,Good style transfer with minor texture noise; structure mostly preserved.
Impressionism__william-merritt-chase_at-the-boat-landing__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely blurred; no discernible style or structure.,4,5,5,Strong impressionistic brushwork with excellent structure retention and minimal artifacts.,5,3,4,"Highly stylized with vibrant, painterly texture; some structural softening but still coherent.",3,4,3,Moderate impressionistic effect; slightly noisy texture and minor structural distortion.
Impressionism__william-merritt-chase_at-the-boat-landing__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,Overly blurred and abstract; loses source structure and minimalism intent.,5,5,5,"Clean geometric simplification, preserves layout, no artifacts — ideal minimalism.",3,3,3,Textured overlay distorts structure; partial minimalism but noisy.,4,4,4,Good simplification and color reduction; slight loss in fine structure detail.
Impressionism__william-merritt-chase_at-the-boat-landing__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses both Rococo elegance and source structure; heavy smudging artifacts.",5,5,5,Perfect Rococo frame and ornate detailing; preserves source composition flawlessly; no visible artifacts.,3,4,3,Some Rococo texture but overly darkened and muddy; minor structural distortion and noise artifacts.,4,5,4,Good Rococo brushwork and color palette; preserves structure well; slight over-saturation and minor edge halos.
Impressionism__william-merritt-chase_at-the-boat-landing__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely blurred; no style or structure preserved.,5,4,5,Strong Ukiyo-e watercolor aesthetic with clean edges and faithful layout.,3,3,3,Muted palette and some texture loss; structure partially retained.,4,4,4,Good style match with minor noise; structure well preserved.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and washed out; lacks Renaissance texture and detail; structure is preserved but style is too abstract.,3,5,3,Good structural fidelity with moody tonal rendering; some Renaissance-like chiaroscuro but lacks crisp brushwork or pigment texture.,4,4,3,Strong atmospheric and color shifts toward Renaissance palette; some smudging and loss of fine detail in water and boats.,5,4,5,"Best balance: clear Early Renaissance color harmony, visible brushstroke texture, well-preserved composition, minimal artifacts."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,1,1,No discernible style transfer; appears as blurred noise with no impressionistic traits or structural fidelity.,3,3,3,Moderate impressionistic brushwork and color blending; structure is recognizable but slightly softened; minor artifacts in sky texture.,4,2,2,"Strong impressionistic palette and texture, but structure is heavily distorted with unnatural color blocks and visible artifacts around boats and water.",5,5,5,"Excellent impressionistic style with clear brushstroke texture and color harmony; source structure (boats, water, sky) well preserved; minimal to no artifacts."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred, loses all stylistic intent and structural detail; minimalism not achieved.",5,5,5,"Clean geometric abstraction with clear negative space, preserves source composition while enforcing minimalism; no artifacts.",1,2,2,Textured noise dominates; fails to convey minimalism or preserve structure; high artifact presence.,3,4,3,Retains source structure but applies painterly texture instead of minimalism; moderate artifacts from brushwork.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry and abstract; loses all structural detail and Rococo elegance.,5,3,3,Strong Rococo framing and pastel palette; softens structure but retains key elements with ornamental flair.,3,2,2,"Muted, muddy tones reduce Rococo lightness; structure is partially preserved but obscured by heavy texture.",4,5,5,"Best balance: preserves source structure cleanly, applies subtle Rococo-inspired color and brushwork without artifacts."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Extremely blurry and lacks any Ukiyo-e characteristics; structure is nearly lost.,5,5,5,"Strong Ukiyo-e aesthetic with clear lines, flat color blocks, and stylized clouds; structure is well-preserved with minimal artifacts.",3,4,3,Shows some stylization but leans more toward impressionism; structure is mostly intact with minor smudging artifacts.,2,4,4,Retains structure well but style is too painterly and lacks distinct Ukiyo-e traits; few artifacts but low stylistic fidelity.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,"Overly blurred and washed out; lacks Renaissance texture and detail, structure is preserved but style is weak.",3,5,4,Excellent structure retention with moderate Renaissance styling; clean output with minimal artifacts.,3,3,2,Stylized with some Renaissance elements but introduces heavy artifacts and distorts structure in places.,5,4,5,Strong Early Renaissance style with rich color and texture; preserves structure well and has no visible artifacts.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,"Overly blurred, lacks impressionist brushwork and color structure; source details lost.",3,4,3,Moderate impressionist texture with visible brushstrokes; structure mostly preserved but some color bleeding.,4,3,3,Strong impressionist palette and texture; slight structural distortion in sky and horizon.,5,5,5,"Excellent impressionist rendering with clear brushwork, faithful structure, and minimal artifacts."
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,Overly blurred; loses both style and structure.,5,5,5,Clean minimalism with strong structure and no artifacts.,1,2,2,Textured noise dominates; fails style and structure.,3,4,3,Moderate minimalism; some texture and minor artifacts.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Extremely blurry and abstract; no discernible Ukiyo-e style or structure.,3,5,5,"Clean, well-preserved structure with subtle warm tones; lacks strong Ukiyo-e stylistic markers.",2,3,3,"Muted, textured appearance; some structural elements visible but style is ambiguous and noisy.",5,4,4,"Strong Ukiyo-e aesthetic with bold lines, flat color blocks, and stylized forms; minor artifacts in sky texture."
Minimalism__agnes-martin_happy-valley-1967__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Extremely blurred; no discernible style or structure.,5,5,5,Excellent Early Renaissance style with clear composition and minimal artifacts.,3,2,2,Partial style transfer but heavy artifacts and structural distortion.,2,2,3,Light wash effect; some structure preserved but weak style fidelity.
Minimalism__agnes-martin_happy-valley-1967__to__Impressionism,Minimalism,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses both style and structure; resembles noise rather than impressionism.",3,5,5,Preserves source structure well but lacks visible brushwork or color variation typical of Impressionism.,5,3,3,Strong Impressionist palette and texture; some structural distortion but stylistically compelling.,2,2,2,"Faint, washed-out appearance; minimal stylistic or structural fidelity to either source or target."
Minimalism__agnes-martin_happy-valley-1967__to__Minimalism,Minimalism,Minimalism,SaMST_e15,SaMST_e15,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure perfectly but lacks minimalism; appears as a faded or desaturated version rather than stylized.,3,4,4,"Shows some minimalism through soft gradients and muted tones, but structure is slightly blurred and lacks crispness.",5,3,3,Strong minimalism with grid-like abstraction and muted palette; structure is abstracted but recognizable; minor artifacts in texture.,4,3,4,Minimalist via soft washes and low contrast; structure is heavily softened; clean output with few artifacts.
Minimalism__agnes-martin_happy-valley-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry; no discernible Rococo elements or structure.,5,5,5,Clear Rococo ornamental frame with precise structure and clean rendering.,3,2,2,Hints of Rococo color and texture but heavily distorted and muddy.,2,1,2,"Faint, washed-out appearance; lacks definition and stylistic clarity."
Minimalism__agnes-martin_happy-valley-1967__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and indistinct; lacks clear Ukiyo-e features or structure.,5,5,5,"Excellent Ukiyo-e style with clean lines, traditional coloring, and preserved facial structure.",3,2,2,"Dark, noisy, and distorted; some texture hints at style but structure is lost.",1,1,1,Overly washed out and abstract; no discernible style or structure remains.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and indistinct; lacks clear Impressionist brushwork or color vibrancy; structure is preserved but heavily degraded by noise.,5,5,5,Strong Impressionist style with visible brushstrokes and vibrant colors; structure perfectly preserved; no artifacts.,4,4,3,"Good Impressionist texture and color, but some pixelation and edge artifacts reduce cleanliness; structure mostly intact.",3,4,4,Moderate Impressionist feel with simplified textures; structure well preserved; minor smoothing artifacts present.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred; loses both style and structure.,5,5,5,Clean minimalism with sharp geometry and no artifacts.,3,4,3,Sketchy lines reduce minimalism; structure mostly preserved.,4,4,4,Good minimalism but slightly less crisp than D.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurred; no discernible Rococo elements or structure.,5,4,3,Strong Rococo frame and ornamentation; grid preserved but slightly distorted by decorative overlay.,3,3,2,Some Rococo texture in background; grid visible but muted and low-contrast.,2,5,5,Perfectly preserves source structure with minimal artifacts; lacks Rococo stylistic elements.
