case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e03_style_specificity,EdgeGated_e03_structure_preservation,EdgeGated_e03_artifact_control,EdgeGated_e03_note
Rococo__benjamin-west_self-portrait-1770__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks impressionistic brushwork or color vibrancy. Structure is preserved but overly blurred.,5,5,5,Excellent impressionistic style with visible brushstrokes and color blending. Structure is well-preserved with no artifacts. Best overall result.,2,3,2,"Similar to LBM-Knee_e13 — faint, washed-out output with minimal stylistic influence. Structure is retained but lacks clarity and artistic enhancement."
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast, and lacks Ukiyo-e color palette and line work. Structure is preserved but style is weak and blurry.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and appropriate color palette. Structure is perfectly preserved with no artifacts.",3,4,3,Better than LBM but still lacks strong Ukiyo-e characteristics. Some color bleeding and soft edges reduce style specificity and artifact control.
Minimalism__agnes-martin_happy-valley-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,2,Completely blank output; no style or structure transferred.,5,5,5,"Perfectly replicates the Rococo ornamental frame with high fidelity, preserving structure and style without artifacts.",1,1,2,Blank output with minor edge artifacts; no meaningful style or structure transfer.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Ukiyo-e texture/color; structure is preserved but heavily degraded by blur.,5,5,5,"Excellent Ukiyo-e style transfer with appropriate color palette, line quality, and texture; structure perfectly preserved; no visible artifacts.",3,4,3,Moderate style transfer; some Ukiyo-e feel but muted colors and soft edges; structure mostly preserved; slight haloing around head.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out output with minimal color and texture; structure is preserved but style transfer is weak and noisy.",5,5,5,"Excellent Early Renaissance style match with rich colors, detailed textures, and clean structure; no visible artifacts.",3,4,3,Moderate style transfer with some color and texture; structure is mostly preserved but has slight smudging and uneven blending.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Minimalism,Impressionism,Minimalism,EdgeGated_e03,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,4,2,3,3,"Very washed out, loses most detail and color; minimalism not clearly expressed beyond blurriness.",5,5,4,Strong geometric minimalism with clean shapes and flat colors; structure well preserved; slight edge harshness.,4,4,5,"Soft, muted tones with gentle abstraction; retains scene structure without artifacts; style is subtle but coherent."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; lacks Ukiyo-e color and line clarity. Structure mostly preserved but with soft blur artifacts.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color blocks, traditional composition. Faithful to source structure with minimal artifacts.",3,4,4,"Moderate Ukiyo-e influence with some color and texture, but less defined than D. Minor smudging and edge bleeding present."
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,3,"Very pale, washed-out color; minimal impressionistic texture or brushwork. Structure preserved but lacks stylistic fidelity.",5,4,4,"Strongest impressionistic feel with visible brushstroke-like texture and richer, warmer tones. Slight color shift from source but stylistically compelling.",3,5,5,"Excellent structural fidelity and clean edges, but style is muted — lacks the vibrant, textured quality of Impressionism. Minimal artifacts."
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very pale, washed-out cube with minimal stylistic rendering; structure preserved but lacks Renaissance texture or warmth.",5,5,5,"Excellent match to Early Renaissance style: rich brown tones, soft shading, subtle shadowing, and warm ambient lighting that echoes the target’s palette and mood while preserving cube geometry.",2,4,3,"Similar to LBM — overly translucent, low-contrast cube; structure intact but stylistically underdeveloped compared to target."
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; structure is blurred but recognizable; lacks Rococo elegance and detail.",5,5,5,Excellent Rococo framing and soft pastel palette; structure is well-preserved with clear figures and architecture; minimal artifacts.,3,4,3,Better structure than LBM but still lacks Rococo ornamental framing; some smudging and loss of fine detail; moderate artifacts.
Rococo__antoine-watteau_the-delicate-musician__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out impressionistic texture; structure preserved but overly blurred and low contrast.",5,5,5,Excellent impressionist brushwork with rich color and texture; source structure fully preserved; no visible artifacts.,3,4,4,Moderate impressionist feel with soft edges; structure mostly intact but slightly over-smoothed; minor haloing near figure.
Minimalism__eva-hesse_expanded-expansion-1969__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly bright and washed-out; lacks Renaissance texture and tonal depth. Structure is preserved but colors are unnatural.,5,5,5,"Excellent match to Early Renaissance style with appropriate sepia tones, shading, and texture. Structure and edges are well preserved with minimal artifacts.",3,4,3,Moderate style transfer with some Renaissance-like tones but lacks richness. Structure is mostly intact but has slight color banding and edge halos.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Weak Rococo style; frame texture is muddy and inconsistent, with poor color harmony and visible artifacts around edges.",5,5,5,"Excellent Rococo style transfer: ornate frame, soft pastel tones, elegant composition, and clean structure with no visible artifacts.",3,4,3,"Moderate Rococo influence; frame is somewhat ornate but lacks refinement, with slight color bleeding and minor edge artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; colors are muted and washed out. Structure is somewhat preserved but lacks detail. Heavy artifacts and blurring degrade quality.,5,5,5,"Excellent Rococo style with ornate frame, soft pastel tones, and elegant composition. Structure is well-preserved with clear figures and horse. Minimal artifacts; clean and polished output.",2,3,2,Poor style transfer; lacks Rococo characteristics. Structure is visible but blurry and indistinct. Significant artifacts and smudging reduce overall quality.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very heavy texture and vignette obscure content; minimal Rococo elegance or ornamental framing.,5,5,5,Excellent Rococo framing and soft painterly style while preserving scene structure and colors.,2,3,2,Similar to LBM with heavy vignette and texture; lacks clear Rococo ornamental cues.
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vertical smearing distorts structure and introduces artifacts.,5,5,5,"Excellent Rococo fidelity with ornate framing, soft palette, and clean structure; minimal artifacts.",2,3,2,"Similar to LBM-Knee; lacks Rococo detail, suffers from edge artifacts and structural blur."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,4,2,3,4,Very faint style transfer; lacks Ukiyo-e characteristics. Structure preserved but overly blurred. Minimal artifacts.,5,5,4,"Strong Ukiyo-e aesthetic with bold lines, flat color blocks, and stylized waves/sky. Excellent structure retention. Minor haloing near sun.",2,4,5,Minimal style transfer; mostly preserves source with slight color shift. Clean output with no visible artifacts. Structure well maintained.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic wash; structure preserved but style is weak and indistinct.,5,5,5,Excellent impressionist brushwork and color blending while perfectly preserving original composition and details.,3,4,3,Moderate style transfer with some visible artifacts and less cohesive color application than Seedream.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks the vibrant color and visible brushwork of Impressionism. Structure is somewhat preserved but appears muddy.",5,5,5,"Excellent translation of the Impressionist style with vibrant colors, visible brushstrokes, and atmospheric lighting. Structure is perfectly preserved with no artifacts.",3,4,3,Better than LBM but still lacks the full vibrancy and distinct brushwork of true Impressionism. Some slight blurring and loss of fine detail compared to the source.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,4,2,3,3,Very weak style transfer; appears washed out and lacks Renaissance texture or color depth. Structure is preserved but overly blurred. Minimal artifacts but poor stylistic fidelity.,5,5,4,Excellent match to Early Renaissance palette and brushwork. Structure of source scene is well preserved with appropriate atmospheric perspective. Minor smudging in sky but overall high quality.,3,4,5,Moderate style transfer — some Renaissance tones present but muted. Structure is clean and well-defined. Very few artifacts; smooth gradients and no visible noise or distortion.
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks impressionistic texture or brushwork. Structure is preserved but overly blurred.,5,5,5,"Excellent impressionistic style with visible brushstroke-like textures, warm palette, and soft edges. Structure and facial features are well preserved. Minimal artifacts.",2,3,2,"Similar to LBM-Knee_e13 — faint, hazy output with minimal stylistic influence. Structure is somewhat retained but obscured by heavy blur/artifacts."
