case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e02_style_specificity,Hold4TwoStage_e02_structure_preservation,Hold4TwoStage_e02_artifact_control,Hold4TwoStage_e02_note
Rococo__benjamin-west_self-portrait-1770__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,2,"Faint, washed-out style transfer; lacks Ukiyo-e linearity and color contrast. Structure preserved but visually muted.",5,5,5,"Excellent Ukiyo-e stylization with bold outlines, flat colors, and decorative patterns. Faithful to source structure and clean output.",1,2,1,Severely degraded — nearly abstract blur. No discernible Ukiyo-e traits or structural fidelity. High artifacts.
Ukiyo_e__utagawa-kuniyoshi_a-man-confronted-with-an-apparition-of-the-fox-goddess__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate Early Renaissance texture and color wash applied; structure mostly preserved but with slight blurring and muted detail. Some artifacting in background regions.,5,5,5,"Excellent fusion of source structure with Early Renaissance painterly style — rich chiaroscuro, soft edges, and period-appropriate palette. Minimal artifacts, high fidelity to both content and style.",2,3,2,Weak style transfer — appears washed out and over-processed. Structure is distorted with ghosting and smearing. Lacks coherent Renaissance aesthetic; heavy artifacts throughout.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly washed-out and painterly; lacks Early Renaissance tonal depth and detail. Structure is somewhat preserved but blurred by heavy texture.,5,5,5,"Excellent match to Early Renaissance style: rich chiaroscuro, warm earth tones, clear architectural forms, and minimal artifacts. Best overall result.",3,4,3,"Moderate style transfer with some Renaissance-like warmth, but overly diffuse and hazy. Structure is mostly intact but lacks crispness and detail."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Hold4TwoStage_e02,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faded, washed-out appearance; loses color and pattern fidelity. Structure is somewhat preserved but overly blurred. Minimalist intent not clearly achieved.",4,5,5,"Excellent preservation of original structure and color. Clean, crisp output with no visible artifacts. Style transfer is subtle but effective — retains essence while aligning with minimalist aesthetic.",5,2,3,"Strong minimalist abstraction — very stylized, almost ghostly. Structure is heavily distorted; figure is barely recognizable. Artifacts include smudging and loss of detail, but intentional for style."
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak impressionistic texture; structure partially preserved but heavily distorted by noise-like artifacts.,5,5,5,Strong impressionist brushwork and color palette; excellent structure retention; minimal artifacts.,3,2,2,Some impressionist tones present but washed out; significant structural degradation and blotchy artifacts.
Impressionism__augustus-john_proven-al-landscape__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Overly washed-out and pale; lacks color vibrancy and brushwork texture of Impressionism. Structure is preserved but style is weak.,5,5,5,"Excellent match to Impressionist style: visible brushstrokes, rich color palette, atmospheric lighting. Structure well-preserved with no artifacts.",3,4,4,Moderate Impressionist feel but muted tones and soft focus reduce stylistic fidelity. Minor blurring artifacts present; structure mostly intact.
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo style transfer; colors are muted and lack ornamental richness. Structure is partially preserved but figures appear distorted. Heavy blurring and smearing artifacts degrade quality.,5,5,5,"Excellent Rococo style capture with rich pastel tones, ornate patterns, and decorative framing. Source structure (figures, composition) is well preserved. Minimal artifacts; clean edges and coherent texture.",3,2,2,Some Rococo color palette applied but lacks detail and ornamentation. Structure is heavily blurred and distorted. Significant smearing and loss of fine features indicate poor artifact control.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but minimal impressionistic style transfer; output is nearly identical to source.",4,4,4,Best overall balance: introduces visible brushwork and color variation consistent with Impressionism while preserving the shield shape and avoiding major artifacts.,3,3,2,"Shows some textural variation but suffers from heavy noise, edge distortion, and loss of clean geometry; style is present but poorly controlled."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves source structure well but fails to apply Renaissance style; output resembles original Japanese woodblock print.,5,4,5,Strongly applies Early Renaissance style with appropriate color palette and texture; minor loss of fine detail in figures but overall excellent coherence.,3,3,3,Partial style transfer with washed-out colors and blurred details; structure is somewhat preserved but lacks clarity and stylistic fidelity.
Minimalism__fernando-lanhas_o39-68-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source geometry with slight texture. Lacks Renaissance elements.,5,5,5,"Excellent integration of Early Renaissance background (architectural elements, figures) while preserving source shape and clean rendering.",3,2,2,Distorted geometry and excessive noise/artifacts. Style is vague and inconsistent; structure is poorly preserved.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out impressionistic texture; structure mostly preserved but lacks color and brushwork fidelity.",5,5,5,Strong Impressionist palette and brushwork; excellent structural fidelity with minimal artifacts.,1,2,2,"Severely degraded output; face is blurred and indistinct, structure lost, no clear style transfer."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but fails to apply Rococo style; output resembles original with minor color shifts.",5,3,3,"Strong Rococo style application with ornate frame and soft colors, but distorts source structure and introduces visible artifacts.",3,4,2,"Moderate style transfer with some Rococo elements, but suffers from heavy blurring and loss of detail."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and indistinct; style is vague and lacks Rococo elegance. Structure is partially preserved but heavily degraded by noise and smearing.,5,5,5,"Excellent Rococo style transfer with ornate frame, soft lighting, and painterly texture. Structure is perfectly preserved with no artifacts.",2,2,2,Extremely washed out and low contrast; style is barely recognizable. Structure is faintly visible but obscured by heavy blur and artifacting.
Minimalism__robert-ryman_surface-veil-1970__to__Impressionism,Minimalism,Impressionism,Hold4TwoStage_e02,Hold4TwoStage_e02,Seedream_repaired750,Hold4TwoStage_e02,4,2,4,3,Minimal style transfer; mostly preserves source texture with faint color wash. Structure intact but lacks impressionist brushwork or color vibrancy.,3,5,4,Strong structural fidelity with visible tape borders and paper edges. Some impressionistic color hints but muted; slight over-smoothing reduces texture detail.,5,4,5,"Best impressionist style: soft blended tones, atmospheric haze, and painterly texture. Structure slightly softened but still recognizable. Clean output with no distracting artifacts."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Poor Ukiyo-e style transfer; metallic sheen dominates, no ink lines or flat color. Structure preserved but lacks artistic intent. Minor artifacts from over-smoothing.",5,5,5,"Excellent Ukiyo-e emulation: warm sepia tones, soft gradients, subtle texture mimicking woodblock print. Object shape and alignment perfectly preserved. No visible artifacts.",3,3,2,"Partial Ukiyo-e feel with muted palette and sketchy edges, but structure is distorted (objects appear fragmented). Heavy noise and blotchy artifacts degrade quality."
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e02,4,2,3,3,"Fails to capture minimalism; overly soft and blurred, losing geometric clarity.",5,5,4,Excellent minimalism with sharp geometry and clean color blocks; minor edge artifacts.,3,4,5,Clean output with good structure but lacks bold minimalism; colors are muted and less defined.
Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Weak Rococo styling; overly abstracted forms and muted colors. Structure is somewhat preserved but lacks detail. Moderate artifacts from oversmoothing.,5,5,5,"Excellent Rococo aesthetic with ornate frame, soft pastel tones, and delicate brushwork. Source structure (fruit, cloth) is clearly preserved. No visible artifacts.",2,2,2,Very blurry and indistinct; fails to convey Rococo style or preserve source structure. Heavy smearing and loss of form indicate poor artifact control.
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Early_Renaissance,Minimalism,Early_Renaissance,Hold4TwoStage_e02,Hold4TwoStage_e02,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Perfect structure and no artifacts, but fails to apply any Renaissance style to the content.",1,3,4,"Preserves the general layout but fails to apply the style, resulting in a blank canvas.",5,4,3,"Successfully applies the Early Renaissance style to the content with good structure, though some artifacts are present."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; lacks Rococo ornamental detail and color richness. Structure is preserved but heavily degraded by blur.,5,5,5,"Excellent Rococo style transfer: soft pastel palette, delicate brushwork, ornate frame-like border, and faithful preservation of facial structure and expression. Minimal artifacts.",2,2,1,Extremely blurry and indistinct; almost no recognizable structure or style detail. Heavy smearing and loss of features indicate poor artifact control.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; lacks bold Ukiyo-e lines and color blocking. Structure mostly preserved but with soft blur artifacts.",5,5,5,"Strong Ukiyo-e aesthetic: flat colors, bold outlines, stylized shading. Faithful to source structure with minimal artifacts.",1,2,1,Overly blurred and indistinct; structure heavily degraded. Style is nearly absent — no clear Ukiyo-e characteristics.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure partially preserved but details lost.",5,5,5,Excellent minimalism with clean color blocks and simplified forms; structure fully preserved; no visible artifacts.,2,3,2,"Similar to LBM — overly hazy, lacks stylistic clarity, structure faintly visible but degraded by blur."
